sku,source,category,sub_category,product_name,price,brand,item_weight,unit_count,rating_count,date
z20f40b3311d4c3c046a6z,noon,grocery,"creal,oats,jams&honey","spread strawberry chocolate , 1kg",167.0,lavida,1000,1.0,,2026-06-25
z14d5620893a689d35c41z,noon,grocery,"creal,oats,jams&honey",gotella vegan chocolate spread with hazelnut 425 gm,95.0,gotella chocolate,425,1.0,,2026-06-25
n27675266a,noon,grocery,"creal,oats,jams&honey",jam with strawberry flavor - 350grams,73.0,hero,350,1.0,,2026-06-25
zd4a90268019395f2837bz,noon,grocery,"creal,oats,jams&honey",egyptian sidr mountain honey 500g,484.95,haj arafa,500,1.0,,2026-06-25
zb407bc855ea597551478z,noon,grocery,"creal,oats,jams&honey",egyptian sidr mountain honey 500g,484.95,haj arafa,500,1.0,,2026-06-25
z81ac19207e23742ab3f5z,noon,grocery,"creal,oats,jams&honey",orange crispy spread 300g,75.0,el bawadi,300,1.0,,2026-06-25
z153c20433bd5d2a6ff97z,noon,grocery,"creal,oats,jams&honey",wildflower honey hexagonal 450grams,138.0,imtenan,450,1.0,,2026-06-25
n43765118a,noon,grocery,"creal,oats,jams&honey",strawberry jam 1kg,93.75,add-me,1000,1.0,,2026-06-25
n28907196a,noon,grocery,"creal,oats,jams&honey",fruit puffs breakfast cereals with oats 250grams,76.0,lino,250,1.0,,2026-06-25
z3a200d0c48470b3ad6c2z,noon,grocery,"creal,oats,jams&honey",corn flakes 250 gram,58.0,kiddo,250,1.0,,2026-06-25
n34912221a,noon,grocery,"creal,oats,jams&honey",fruit puffs with oats 375grams,104.0,lino,375,1.0,,2026-06-25
n28852314a,noon,grocery,"creal,oats,jams&honey",peanut butter crunchy 340grams,205.25,lino,340,1.0,,2026-06-25
z939db65c8ae1550660edz,noon,grocery,"creal,oats,jams&honey",gum arabic honey 350 grams - 100% natural from uni smart group,85.0,uni smart group,350,1.0,,2026-06-25
n52490740a,noon,grocery,"creal,oats,jams&honey",pure pollen grain honey – 250grams,97.75,isis,250,1.0,,2026-06-25
z152ff23558c0f0e532d5z,noon,grocery,"creal,oats,jams&honey",yummies hazelnut spread 300g,203.0,el bawadi,300,1.0,,2026-06-25
n27747711a,noon,grocery,"creal,oats,jams&honey",tropical fruits muesli 1kg,421.0,sante,1000,1.0,,2026-06-25
z4fe7667c198eb7f622bdz,noon,grocery,"creal,oats,jams&honey",keto double chocolate bar 60 grams bundle,250.0,healthy & tasty,250,1.0,,2026-06-25
z43ce1837892439778c2bz,noon,grocery,"creal,oats,jams&honey",sugarcane serum 750 g - 100% natural from uni smart group,77.0,unismart_group,750,1.0,,2026-06-25
zdc040cc16a63afc8ddafz,noon,grocery,"creal,oats,jams&honey",halawa spread 150 grams,37.25,el bawadi,150,1.0,,2026-06-25
n44900089a,noon,grocery,"creal,oats,jams&honey",honey hunaja cheerios 375grams,156.0,nestle,375,1.0,,2026-06-25
n34912209a,noon,grocery,"creal,oats,jams&honey",oat bran rings 250grams,76.0,lino,250,1.0,,2026-06-25
ze426ec5a8eb2c35fdd66z,noon,grocery,"creal,oats,jams&honey",keto coconut chocolate bar 60 grams bundle,250.0,healthy & tasty,250,1.0,,2026-06-25
z25dadb19c11c8ce5dbdcz,noon,grocery,"creal,oats,jams&honey",chocolate peanut butter 375g bundle,970.0,healthy & tasty,375,1.0,,2026-06-25
z1043f437742f6454ecd6z,noon,grocery,"creal,oats,jams&honey",spring blossom honey 420 grams,108.25,el bawadi,420,1.0,,2026-06-25
n29469995a,noon,grocery,"creal,oats,jams&honey",apricot jam 284grams,310.0,st.dalfour,284,1.0,,2026-06-25
z31399f454202d9ff74ffz,noon,grocery,"creal,oats,jams&honey",herb flower (anise) honey 850 gm,265.0,zary,850,1.0,,2026-06-25
z2e4ec66f35a0f6c92b35z,noon,grocery,"creal,oats,jams&honey",creamy peanut butter454g,480.0,jif,454,1.0,,2026-06-25
n29595080a,noon,grocery,"creal,oats,jams&honey",hero clover honey - 365grams,114.0,hero,365,1.0,,2026-06-25
n29782476a,noon,grocery,"creal,oats,jams&honey",vitrac creamy fig jam - 430grams,55.0,vitrac,430,1.0,,2026-06-25
z2c24713af3dc43e68f93z,noon,grocery,"creal,oats,jams&honey",marjoram honey 500 grams - 100% natural from uni smart group,122.0,uni smart group,500,1.0,,2026-06-25
n15224304a,noon,grocery,"creal,oats,jams&honey",hero jam with fig flavor - 350grams,73.0,hero,350,1.0,,2026-06-25
n29779181a,noon,grocery,"creal,oats,jams&honey",greek forest honey 500grams,1021.0,fino,500,1.0,,2026-06-25
z0938a8958ab556028d99z,noon,grocery,"creal,oats,jams&honey",anise honey 500 grams - 100% natural from uni smart group,130.0,uni smart group,500,1.0,,2026-06-25
n29779101a,noon,grocery,"creal,oats,jams&honey",greek honey with flora and thyme 500grams,1225.0,attiki,500,1.0,,2026-06-25
z006f12be30af90a52a55z,noon,grocery,"creal,oats,jams&honey",arabian wildflower honey 850 gm,815.0,zary,850,1.0,,2026-06-25
z106c37c01956b74b52a3z,noon,grocery,"creal,oats,jams&honey",herb flower (anise) honey 450 gm,160.0,zary,450,1.0,,2026-06-25
z4c36145082bfb39c9476z,noon,grocery,"creal,oats,jams&honey",summer flowers honey 450 gm,145.0,zary,450,1.0,,2026-06-25
zc74888edbb306a3c9b6bz,noon,grocery,"creal,oats,jams&honey",pistachio butter 210g bundle,1270.0,healthy & tasty,250,1.0,,2026-06-25
z1cf4fa91d85707accc14z,noon,grocery,"creal,oats,jams&honey",black seed flower honey 950g,240.0,shana nature house,950,1.0,,2026-06-25
zd0e6067724bb078b1cc9z,noon,grocery,"creal,oats,jams&honey",herbistice natural bee honey citrus flowers 500g,140.0,herbistice,500,1.0,,2026-06-25
z27703266f64b86e731c9z,noon,grocery,"creal,oats,jams&honey",high protein peanut butter 375g bundle,1050.0,healthy & tasty,250,1.0,,2026-06-25
z706905ceed03d3e6b607z,noon,grocery,"creal,oats,jams&honey",gotella white chocolate spread 425 gm,95.0,gotella chocolate,425,1.0,,2026-06-25
zee7060668c69d909e59bz,noon,grocery,"creal,oats,jams&honey",clover flowers honey 850 gm,250.0,zary,850,1.0,,2026-06-25
n51181869a,noon,grocery,"creal,oats,jams&honey",honey - medium squeeze 270grams,624.0,fino,270,1.0,,2026-06-25
n28940008a,noon,grocery,"creal,oats,jams&honey",red berries fruit jam 284grams,310.0,st.dalfour,284,1.0,,2026-06-25
z45788582c91fd52e467ez,noon,grocery,"creal,oats,jams&honey",manuka health-manuka honey mgo 400+ 250g,3699.0,manuka health new zealand ltd,250,1.0,,2026-06-25
n29594894a,noon,grocery,"creal,oats,jams&honey",greek honey jar 250grams,737.0,attica,250,1.0,,2026-06-25
n27747764a,noon,grocery,"creal,oats,jams&honey",crispy oat & honey granola bar 40grams,42.0,sante,40,1.0,,2026-06-25
z4ef37baecdad510682dbz,noon,grocery,"creal,oats,jams&honey",caesar honey 350 grams - 100% natural from uni smart group,135.0,uni smart group,350,1.0,,2026-06-25
zda3eb1dd82adeb9b92a4z,noon,grocery,"creal,oats,jams&honey",natural black seed bee honey 500g,140.0,herbistice,500,1.0,,2026-06-25
za635298389a212a4b613z,noon,grocery,"creal,oats,jams&honey",anise wonder bee honey 950 gm,185.0,wonder bee honey,950,1.0,,2026-06-25
zd892c0855666516319f0z,noon,grocery,"creal,oats,jams&honey",gotella mango chocolate spread 425 gm,95.0,gotella chocolate,425,1.0,,2026-06-25
n42554196a,noon,grocery,"creal,oats,jams&honey",hero citrus honey - 225grams,72.0,hero,225,1.0,,2026-06-25
z90814dab508e00ce0895z,noon,grocery,"creal,oats,jams&honey",children's chocolate spread 375 grams bundle,850.0,healthy & tasty,375,1.0,,2026-06-25
z9af95b545aad05a6cf65z,noon,grocery,"creal,oats,jams&honey",fenugreek honey 350 g - 100% natural from uni smart group,100.0,uni smart group,350,1.0,,2026-06-25
n38731558a,noon,grocery,"creal,oats,jams&honey",strawberry jams 370grams,365.0,bonne maman,370,1.0,,2026-06-25
z1541941c3e313bc2f9afz,noon,grocery,"creal,oats,jams&honey","clover blossom honey from ahla seha - 865g - 100% natural, rich in vitamins and minerals",201.0,ahla seha,865,1.0,,2026-06-25
n25262585a,noon,grocery,"creal,oats,jams&honey",jam with mixed fruits flavor - 350grams,73.0,hero,350,1.0,,2026-06-25
n27747723a,noon,grocery,"creal,oats,jams&honey",protein go on cranberry chocolate bar 50grams,75.0,sante,50,1.0,,2026-06-25
zd912451ddf231af3a1baz,noon,grocery,"creal,oats,jams&honey",nutmeg honey 350 g - 100% natural from uni smart group,95.0,uni smart group,350,1.0,,2026-06-25
n29012952a,noon,grocery,"creal,oats,jams&honey",clover honey 250grams,76.5,al shifa,250,1.0,,2026-06-25
z22f9e1452c8f553abc9az,noon,grocery,"creal,oats,jams&honey",gotella lava mango chocolate spread with crunchy biscuits 60 gm pack 12 pieces,195.0,gotella chocolate,720,1.0,,2026-06-25
n29779471a,noon,grocery,"creal,oats,jams&honey",fig jam 230grams,35.0,vitrac,230,1.0,,2026-06-25
n52188263a,noon,grocery,"creal,oats,jams&honey",hero spring blossom honey - 365grams,130.25,hero,365,1.0,,2026-06-25
n29779246a,noon,grocery,"creal,oats,jams&honey",black seed honey 800g,288.25,isis,800,1.0,,2026-06-25
zdc51fa1cfacce7f51eddz,noon,grocery,"creal,oats,jams&honey",peanut butter 375g bundle,850.0,healthy & tasty,375,1.0,,2026-06-25
zfd385eb022555db39dd0z,noon,grocery,"creal,oats,jams&honey","clover blossom honey from ahla seha - 450g - 100% natural, rich in vitamins and minerals, beneficial for diabetics, ideal for healthy sweetening and snacks",121.0,ahla seha,450,1.0,,2026-06-25
zd8790ff7c42320b749a6z,noon,grocery,"creal,oats,jams&honey",honey cinnamon syrup - 100% natural from uni smart group,62.0,uni smart group,250,1.0,,2026-06-25
zda02f03e4227fdbe3062z,noon,grocery,"creal,oats,jams&honey",apricot jam 190 grams (pack of 2),50.0,el bawadi,190,1.0,,2026-06-25
zc44c1aea991a2730e227z,noon,grocery,"creal,oats,jams&honey",natural black seed honey 500g,182.0,haj arafa,500,1.0,,2026-06-25
n29595081a,noon,grocery,"creal,oats,jams&honey",hero citrus honey - 365grams,104.0,hero,365,1.0,,2026-06-25
zed11ebf27dfbfa5afc5cz,noon,grocery,"creal,oats,jams&honey","al-jabli egyptian sidr honey – 100% natural honey, excellent quality & economical price – 250 g",370.0,algable,250,1.0,,2026-06-25
zb7703574ec420b487aabz,noon,grocery,"creal,oats,jams&honey",manuka health - new zealand raw manuka honey - mgo 263+ - 500g,2899.0,manuka health,500,1.0,,2026-06-25
z74b13a4a4e01dfa47368z,noon,grocery,"creal,oats,jams&honey",premium imported royal jelly (grade a) - superior concentration & guaranteed purity to boost immunity & vitality - original value pack.,275.0,oshba,400,1.0,,2026-06-25
z8ee3d18402d8110765bdz,noon,grocery,"creal,oats,jams&honey",manuka health-manuka honey mgo 573+ 250g,4299.0,manuka health new zealand ltd,250,1.0,,2026-06-25
zef2d8c5232589bb2aa71z,noon,grocery,"creal,oats,jams&honey",clover honey 950sq,155.0,sennara honey,950,1.0,,2026-06-25
zb40099c2bef10392b354z,noon,grocery,"creal,oats,jams&honey",clover 450 sq,86.0,honey_sennara,450,1.0,,2026-06-25
z4e5bdab34e329b317ecfz,noon,grocery,"creal,oats,jams&honey",(black seed) nigella sativa honey 450 gm,133.0,zary,450,1.0,,2026-06-25
z4146a409999467557ca9z,noon,grocery,"creal,oats,jams&honey",jar of honey with vega men's food mix 400 grams,460.0,zadna,400,1.0,,2026-06-25
zd01094e009aff3c77f01z,noon,grocery,"creal,oats,jams&honey",secrets protein bar-70g-mocha,75.0,organic nation,70,1.0,,2026-06-25
z4038021812b32a975101z,noon,grocery,"creal,oats,jams&honey",margoram 450 sq,94.0,sennara honey,450,1.0,,2026-06-25
z3d971716604ac0a0ab56z,noon,grocery,"creal,oats,jams&honey",wildflower honey 450 gm,433.0,zary,450,1.0,,2026-06-25
n29595054a,noon,grocery,"creal,oats,jams&honey",vitrac creamy apricot jam - 430grams,69.25,vitrac,430,1.0,,2026-06-25
zeef7b2e0f1edd55a3e99z,noon,grocery,"creal,oats,jams&honey",كريمة الفستق الصحية الممتازة - خالية من السكر وقليلة السعرات الحرارية - محلاة طبيعياً بالإريثريتول - فستق محمص فاخر بدون الشعور بالذنب - طبيعية 100% وقوام كريمي,800.0,سوكرادورف,250,1.0,,2026-06-25
zee6388fcc985e8a41858z,noon,grocery,"creal,oats,jams&honey",dried fruit & nuts bar 40 grams,65.0,imtenan,40,1.0,,2026-06-25
z35e4acf0fa6c39087717z,noon,grocery,"creal,oats,jams&honey",secrets protein bar-70g-vanilla birthday cake,75.0,organic nation,70,1.0,,2026-06-25
zea8bdd434c2ccbc58429z,noon,grocery,"creal,oats,jams&honey",squeez marjoram honey 950 grams,187.0,sennara,950,1.0,,2026-06-25
n39272814a,noon,grocery,"creal,oats,jams&honey",crispy granola original 350grams,150.25,abu auf,350,1.0,,2026-06-25
zfe5d8b680e34435f2adbz,noon,grocery,"creal,oats,jams&honey",citrus honey 450 gm,145.0,zary,450,1.0,,2026-06-25
zc9832886cd1ce4988212z,noon,grocery,"creal,oats,jams&honey",citrus honey 225 gm,90.0,zary,225,1.0,,2026-06-25
zc9748bd10c2c843cd843z,noon,grocery,"creal,oats,jams&honey",secrets protein bar-70g-apple pie,75.0,organic nation,70,1.0,,2026-06-25
z8dd0b5337ef111cc9859z,noon,grocery,"creal,oats,jams&honey",black seeds wonder bee honey950gm,189.0,wonder bee honey,950,1.0,,2026-06-25
zfd6b36c3b77119eb4620z,noon,grocery,"creal,oats,jams&honey",psyllium husk jar 100g,250.0,zadna,100,1.0,,2026-06-25
n28992073a,noon,grocery,"creal,oats,jams&honey",pure greek honey 270grams,737.0,attiki,270,1.0,,2026-06-25
z8d952b9a0859ad3af825z,noon,grocery,"creal,oats,jams&honey",clover flowers honey 225 gm,90.0,zary,225,1.0,,2026-06-25
n39019221a,noon,grocery,"creal,oats,jams&honey",apricot preserve 370grams,365.0,bonne maman,370,1.0,,2026-06-25
z9b3a898d2e82d7e370ddz,noon,grocery,"creal,oats,jams&honey",my breakfast oats & fruits,68.0,my breakfast,250,1.0,,2026-06-25
z70f684990596ab8390eez,noon,grocery,"creal,oats,jams&honey",my breakfast oats & chia,68.0,my breakfast,250,1.0,,2026-06-25
z53cfdb9926890c31e0eaz,noon,grocery,"creal,oats,jams&honey",clover flowers honey 450 gm,145.0,zary,450,1.0,,2026-06-25
z85f8117b111a90bc5969z,noon,grocery,"creal,oats,jams&honey",honey 450g,126.0,saltana,450,1.0,,2026-06-25
n51181868a,noon,grocery,"creal,oats,jams&honey",greek forest honey 250grams,680.0,fino,250,1.0,,2026-06-25
n43406312a,noon,grocery,"creal,oats,jams&honey",easy open honey 455grams,851.0,attiki,455,1.0,,2026-06-25
n27675267a,noon,grocery,"creal,oats,jams&honey",jam with apricot flavor - 350grams,81.0,hero,350,1.0,,2026-06-25
n29762533a,noon,grocery,"creal,oats,jams&honey",vitrac fig jam - 430grams,63.25,vitrac,430,1.0,,2026-06-25
z293d1e8df8254c606ee6z,noon,grocery,"creal,oats,jams&honey",attiki premium greek honey 455g,960.0,attiki pittas,455,1.0,,2026-06-25
n29779226a,noon,grocery,"creal,oats,jams&honey",hero spring blossom honey - 650grams,219.0,hero,650,1.0,,2026-06-25
z7db90f18fcb98ba0d629z,noon,grocery,"creal,oats,jams&honey",honey rings - 250 grams,61.0,tolo,250,1.0,,2026-06-25
z9601864d5cac80dc3816z,noon,grocery,"creal,oats,jams&honey",pistachio spread 385 gm,175.0,lavida,385,1.0,,2026-06-25
z7719e6686acd38f64523z,noon,grocery,"creal,oats,jams&honey",honey rings 250 gram,63.0,kiddo,250,1.0,,2026-06-25
zbb9888f94fc5ff41c987z,noon,grocery,"creal,oats,jams&honey",herb flower (anise) honey 225 gm,100.0,zary,225,1.0,,2026-06-25
z46f6771dc59938ea2e89z,noon,grocery,"creal,oats,jams&honey",herbistice black seed bee honey 950g,200.0,herbistice,950,1.0,,2026-06-25
n43406313a,noon,grocery,"creal,oats,jams&honey",dark brown honey - 500grams,1225.0,attiki,500,1.0,,2026-06-25
z91be7f655eb0317430b5z,noon,grocery,"creal,oats,jams&honey",children's chocolate spread 375 grams,300.0,healthy & tasty,375,1.0,,2026-06-25
z67d0279054350e40e0adz,noon,grocery,coffee,instant coffee gold (100 g),344.0,seelaz,100,27.0,23.0,2026-06-25
z91ac3d363b0882cb677dz,noon,grocery,coffee,"lavazza qualità rossa, full-bodied and balanced espresso, 10 capsules, nespresso compatible",255.0,lavazza,57,10.0,25.0,2026-06-25
z4d862e2381afad281daaz,noon,grocery,coffee,nescafe dolce gusto flat white 16 capsules brand: nescafe,255.0,dolce gusto,95,16.0,35.0,2026-06-25
z03699705d20b29609579z,noon,grocery,coffee,lavazza crema e gusto classico intensity 7 250gm,234.0,lavazza,250,6.0,82.0,2026-06-25
n42611621a,noon,grocery,coffee,high cofee mix 3*1- 12 sachet - 18grams,145.0,coffee break,18,6.0,55.0,2026-06-25
n28968513a,noon,grocery,coffee,gold 3in1 - 12 sachet 21grams pack of 12,274.95,nescafe,21,12.0,121.0,2026-06-25
n35148364a,noon,grocery,coffee,instant coffee 90grams,255.0,misr cafe,90,1.0,177.0,2026-06-25
n52381914a,noon,grocery,coffee,grand aroma 500grams,234.0,melitta,500,6.0,56.0,2026-06-25
za246798a5075eaa30946z,noon,grocery,coffee,turkish coffee light blended 500 grams,324.95,derma coffee,500,6.0,28.0,2026-06-25
zcefdd7d51347f7417b92z,noon,grocery,coffee,nescafe dolce gusto cafe au lait - 16 capsules,234.0,dolce gusto,47,16.0,17.0,2026-06-25
z053fe726f04307e54a81z,noon,grocery,coffee,ground espresso decaffeinated coffee 125g,255.0,illy,125,6.0,3.0,2026-06-25
n28968506a,noon,grocery,coffee,2 in 1 original mix coffee 10grams pack of 24,255.0,nescafe,10,24.0,88.0,2026-06-25
zb19d1d492f80badb6212z,noon,grocery,coffee,diet cappuccino instant mix – no added sugar – 200g – rich flavor with creamy frothy milk,251.0,unicafé,200,10.0,527.0,2026-06-25
zbbfc9c1e9069f8482c14z,noon,grocery,coffee,nespresso ispirazione firenze arpeggio coffee capsules intenso,274.95,nespresso,45,1.0,6.0,2026-06-25
za220f8cd9405fc2318d1z,noon,grocery,coffee,ground coffee espresso - ethiopia - 125g,274.95,illy,125,6.0,8.0,2026-06-25
n27043721a,noon,grocery,coffee,gold instant coffee 95grams,255.0,nescafe,95,12.0,44.0,2026-06-25
n70178151v,noon,grocery,coffee,coffe gold decaf with roasted arabica - 95grams single,255.0,nescafe,95,1.0,8.0,2026-06-25
za04c35bb860076bd0a1dz,noon,grocery,coffee,unicafe classic instant coffee - 100% pure coffee granules - rich & bold roast - 80g glass jar,234.0,unicafe,80,6.0,20.0,2026-06-25
n70277901v,noon,grocery,coffee,nescafe 3in1 instant coffee mix sachet 20g (24 sticks) 20g * 24grams pack of 24,255.0,nescafe,20,24.0,1.0,2026-06-25
za5981e6d87236854ac5cz,noon,grocery,coffee,lor espresso forza 10 capsules,274.95,l'or,45,10.0,3.0,2026-06-25
zc3181db7d56f0b259f04z,noon,grocery,coffee,instant arabic coffee with saffron – 30g | traditional middle eastern coffee | rich aroma & authentic taste,234.0,baja,30,6.0,8.0,2026-06-25
n51090606a,noon,grocery,coffee,espresso original coffee 25 sticks 45grams,255.0,nescafe,45,6.0,10.0,2026-06-25
n28968548a,noon,grocery,coffee,classic sachet 200grams,255.0,nescafe,200,6.0,157.0,2026-06-25
z28204518bbe86ebd23fdz,noon,grocery,coffee,lavazza qualita oro compatible capsules with nespresso 10 capsules,234.0,lavazza,47,10.0,31.0,2026-06-25
za407038520881a0fa51ez,noon,grocery,coffee,lavazza quality rossa ground coffee medium roast 250 grams,255.0,lavazza,250,6.0,11.0,2026-06-25
n42611617a,noon,grocery,coffee,cappuccino mocha -pack of 8 - 18.5grams,145.0,coffee break,18,8.0,65.0,2026-06-25
z8837bb7f238b6dad62f4z,noon,grocery,coffee,brownhills coffee light roast plain 100g,324.95,brownhills,100,6.0,13.0,2026-06-25
zc35e5b6e26352ff203a6z,noon,grocery,coffee,moody instant coffee gold 200g,255.0,moody coffee,200,6.0,8.0,2026-06-25
z7aa676b6bcfd9051d2b8z,noon,grocery,coffee,lavazza espresso italiano arabica 250gm,255.0,lavazza,250,6.0,13.0,2026-06-25
z2530a475aba661efbb1fz,noon,grocery,coffee,lavazza qualita oro compatible capsules with nespresso 10 capsules,234.0,lavazza,47,10.0,1.0,2026-06-25
z2db36f0560b47252b26ez,noon,grocery,coffee,turkish coffee light roasted plain 500 gm,324.95,derma coffee,500,6.0,27.0,2026-06-25
z8b1a55b8b4072b5014fdz,noon,grocery,coffee,"abdelmaboud espresso ground coffee, vacuum packed for freshness, rich strong espresso blend - 250g",324.95,abdelmaboud,0,1.0,1.0,2026-06-25
n70178158v,noon,grocery,coffee,classic instant coffee jar - 95grams single,274.95,nescafe,95,6.0,35.0,2026-06-25
z8d4ec4f177a152ae5090z,noon,grocery,coffee,shaheen cafe espresso autentica 200g,324.95,shaheen,200,6.0,9.0,2026-06-25
z0af5c0c727aaff0c8149z,noon,grocery,coffee,lor espresso colombia 10 capsules,119.0,l'or,3,20.0,6.0,2026-06-25
n28968518a,noon,grocery,coffee,gold cappuccino vanilla - 12 sachets 18.5grams,145.0,nescafe,18,6.0,46.0,2026-06-25
zf73a1e811995c309a0aez,noon,grocery,coffee,lavazza dek decafinato compatible capsules with nespresso 10 capsules blue,99.0,lavazza,200,10.0,10.0,2026-06-25
n21471113a,noon,grocery,coffee,instant karak chai 25grams pack of 8,145.0,tea break,25,8.0,251.0,2026-06-25
z9e08d7b4b803967379c7z,noon,grocery,coffee,english: unicafe cappuccino original - instant coffee mix with rich creamy foam - pack of 10 sachets x 20g,99.0,unicafé,10,10.0,527.0,2026-06-25
z4517035ab0e222549f2ez,noon,grocery,coffee,filter coffee 250 gm,99.0,masterfoods,250,6.0,18.0,2026-06-25
z636f5ad40eccf8cdd33dz,noon,grocery,coffee,espresso super crema - roast medium- 250 gm,295.0,ecoffee,250,1.0,18.0,2026-06-25
z53ec180b3e6250af1356z,noon,grocery,coffee,medium roasted plain turkish coffee - 200 gm,99.0,abu auf,200,6.0,4.0,2026-06-25
n48449671a,noon,grocery,coffee,coffee mix pouch 400grams,99.0,bonjorno,400,6.0,477.0,2026-06-25
z14e9a9fc3c17dd690b0az,noon,grocery,coffee,"french coffee, 200 gm",99.0,abu auf,200,6.0,5.0,2026-06-25
n28968509a,noon,grocery,coffee,classic jar 190grams,99.0,nescafe,190,6.0,133.0,2026-06-25
z96f92206d45aa51f71d7z,noon,grocery,coffee,illy classico classic roast ground espresso coffee 250g,99.0,illy,250,6.0,51.0,2026-06-25
zfd53c2bfd73274651d99z,noon,grocery,coffee,light roasted plain turkish coffee - 200 gm,99.0,abu auf,200,12.0,9.0,2026-06-25
z80ec8cf4a81adae42ed1z,noon,grocery,coffee,decaffe espresso 250 grams,99.0,bristot,250,1.0,5.0,2026-06-25
n28991975a,noon,grocery,coffee,columbian coffee espresso 200grams,99.0,abu auf,200,6.0,13.0,2026-06-25
ze02bfaacceb3c27d4fd4z,noon,grocery,coffee,assorted variety mix of nespresso coffee capsules (10 capsules + 2 free) in an acrylic box holder,119.0,nespresso,12,20.0,27.0,2026-06-25
z6aa6cfc7e61ad8c9128fz,noon,grocery,coffee,ground coffee 125gr intense roasted,99.0,illy,125,6.0,8.0,2026-06-25
zc903e63e65f8abc394e8z,noon,grocery,coffee,illy | premium coffee collection | assorted 100% arabica blends (4 tins*125 g),99.0,illy,125,5.0,1.0,2026-06-25
z9f02055409760e78283fz,noon,grocery,coffee,mazago mix - 12 sachets,145.0,bonjorno,15,12.0,22.0,2026-06-25
z1d472de0c099e70eefa1z,noon,grocery,coffee,"unicafe diet cappuccino – sugar free instant coffee mix, healthy low‑calorie cappuccino drink for diet & fitness lovers 200gram",99.0,unicafé,200,10.0,527.0,2026-06-25
n70164594v,noon,grocery,coffee,gold instant coffee pouch refill 190grams single,99.0,nescafe,190,6.0,48.0,2026-06-25
n29594968a,noon,grocery,coffee,3-in-1 rich instant coffee stick 21grams pack of 12,119.0,nescafe,21,12.0,105.0,2026-06-25
z48f60af37ffa2794542dz,noon,grocery,coffee,assorted variety mix of nespresso coffee capsules (20 capsules + 2 free) in an acrylic box holder,126.0,nespresso,22,22.0,50.0,2026-06-25
n49773874a,noon,grocery,coffee,nescafe gold espresso (25 sticks) 1.8grams,119.0,nescafe,1,20.0,41.0,2026-06-25
z2c5659f34a81f3e42283z,noon,grocery,coffee,"illy filter coffee, 250 gms",119.0,illy,250,20.0,2.0,2026-06-25
zf1d35e8ac9aabf136a4bz,noon,grocery,coffee,abu auf colmbian coffee espresso 1 kg (whole bean),119.0,abu auf,1,20.0,37.0,2026-06-25
n12279136a,noon,grocery,coffee,espresso 57 instant coffee 90grams,165.0,davidoff,90,6.0,99.0,2026-06-25
z74c027ab88a969c826d6z,noon,grocery,coffee,nescafé dolce gusto espresso 16 capsules,165.0,dolce gusto,50,16.0,13.0,2026-06-25
z22caa9fd32d170f5a500z,noon,grocery,coffee,lavazza crema e gusto classico compatible capsules with nespresso 10 capsules blue,119.0,lavazza,260,20.0,24.0,2026-06-25
z0ef8543a654bdc02a83az,noon,grocery,coffee,bonjorno coffee mix pouch 400g,119.0,bonjorno,400,20.0,7.0,2026-06-25
n29595717a,noon,grocery,coffee,latte classic coffee sachet 18grams pack of 12,119.0,bonjorno,18,12.0,39.0,2026-06-25
n70337650v,noon,grocery,coffee,gold instant coffee pouch refill - 47.5grams single,165.0,nescafe,47,6.0,7.0,2026-06-25
z2e20d9bd1e00619e8c31z,noon,grocery,coffee,hamwi café mocha plain - fine ground turkish coffee without cardamom - 180g,119.0,coffee,180,20.0,3.0,2026-06-25
zdcf29f70bd48b522f3daz,noon,grocery,coffee,blonde espresso roast by nespresso - 10 capsules,120.0,starbucks,0,20.0,5.0,2026-06-25
z738796ae6be3368d1d9cz,noon,grocery,coffee,lor espresso splendente 10 capsules,120.0,l'or,250,20.0,2.0,2026-06-25
z38b472941ae005224ce9z,noon,grocery,coffee,gold instant coffee tin 200g,126.0,instamug,200,6.0,5.0,2026-06-25
z782d6ac27f5600103d03z,noon,grocery,coffee,"lavazza qualita oro grounded coffee blend, 100% arabica medium roast, 250 grams",119.0,lavazza,250,20.0,18.0,2026-06-25
z8714716c384220e2b932z,noon,grocery,coffee,starbucks house blend lungo by nespresso capsules,119.0,starbucks,2,20.0,1.0,2026-06-25
n12279137a,noon,grocery,coffee,rich aroma instant coffee 90grams,295.0,davidoff,90,6.0,107.0,2026-06-25
n35900973a,noon,grocery,dairy cheese and eggs,gold milk powder 15grams,269.0,mora,15,1.0,21.0,2026-06-25
z8dd25e6daa0877624783z,noon,grocery,dairy cheese and eggs,purity and natural taste! almarai full fat milk 1.5l,107.0,almaraae,1,18.0,,2026-06-25
n28853945a,noon,grocery,dairy cheese and eggs,fat filled milk powder 250grams,269.0,tambo,250,1.0,44.0,2026-06-25
zac002c75253979ca0eadz,noon,grocery,dairy cheese and eggs,milk powder 100 gram,269.0,nido,100,1.0,104.0,2026-06-25
n28853940a,noon,grocery,dairy cheese and eggs,"strawberry flavored instant milk, 30g pack of 12",269.0,miro,30,12.0,30.0,2026-06-25
z53f3872e64901e1109edz,noon,grocery,dairy cheese and eggs,"rainbow evaporated milk with vitamin d, 6 x 170g",107.0,rainbow,170,18.0,,2026-06-25
n28727617a,noon,grocery,dairy cheese and eggs,skimmed milk 1.5liters pack of 8,107.0,juhayna,1,8.0,40.0,2026-06-25
