sku,source,category,sub_category,product_type,product_name,brand,price,price_per_unit,number_of_items,item_weight_grams,date
B0FGWT1WYK,amazon,Grocery,Rice & Pasta,Pasta,"El Maleka Spaghetti, 400g (Pack of 5)",ELMALEKA,72.5,14.5,5.0,2000.0,2026-05-04
B0FGWST2SX,amazon,Grocery,Rice & Pasta,Pasta,El maleka big rings - 1 kg (Pack of 3),ELMALEKA,94.47,31.49,3.0,3000.0,2026-05-04
B0FGDPNV47,amazon,Grocery,Rice & Pasta,Pasta,Macaroni with Mac & Cheese Sauce,Generic,125.0,125.0,1.0,180.0,2026-05-04
B0FGDPK5BP,amazon,Grocery,Rice & Pasta,Pasta,(en-US) Eldoha Al Doha Creamy Pesto Sause Easy Pasta,Generic,75.0,75.0,1.0,160.0,2026-05-04
B0FGDM8F5L,amazon,Grocery,Rice & Pasta,Pasta,Mushroom Sauce Pasta,Generic,80.0,80.0,1.0,160.0,2026-05-04
B0FG19MDTB,amazon,Grocery,Rice & Pasta,Noodles,"Instant noodles (vegetable flavor noodles, package: 70 grams, 40 pieces",Unknown,320.0,320.0,,,2026-05-04
B0FBMDQ6GJ,amazon,Grocery,Rice & Pasta,Oats,Dr. Foods Oat Flakes with Peanuts and Cinnamon - 300 g,Generic,110.0,110.0,1.0,300.0,2026-05-04
B0F946H6L5,amazon,Grocery,Rice & Pasta,Pasta,Golden Breeze Mac and Cheese Pasta with Four Cheese 200 g,Golden Breeze,215.66,215.66,1.0,200.0,2026-05-04
B0F26V1DMN,amazon,Grocery,Rice & Pasta,Oils,Etoile 72 Q Plain Gharib Box - El Halo,Generic,750.0,750.0,,72.0,2026-05-04
B0F2277MTT,amazon,Grocery,Rice & Pasta,Cereal,"Etool Eid Biscuits (32 pcs, Chocolate)",Generic,380.0,380.0,1.0,72.0,2026-05-04
B0F1TVSRH8,amazon,Grocery,Rice & Pasta,Noodles,Instant Noodles (Beef Flavor Noodles Pack 70g 40pcs),Generic,450.0,90.0,5.0,,2026-05-04
B0DZY5X3V3,amazon,Grocery,Rice & Pasta,Vermicelli,Super Me Instant Vermicelli Vegetable Flavor 40 Sachets *56g,Generic,249.99,249.99,1.0,2500.0,2026-05-04
B0DZ6W9NZY,amazon,Grocery,Rice & Pasta,Noodles,Jumbo hot sauce noodles *40 pieces,Generic,720.0,720.0,1.0,3000.0,2026-05-04
B0DZ6SHFFC,amazon,Grocery,Rice & Pasta,Noodles,Jumbo oriental sausage noodles *40 pieces,Generic,600.0,600.0,1.0,3000.0,2026-05-04
B0DZ6S6HDS,amazon,Grocery,Rice & Pasta,Noodles,"Fried hair noodles, 85 gm * 40 pieces",Generic,1000.0,1000.0,1.0,3000.0,2026-05-04
B0DZ6NRL8B,amazon,Grocery,Rice & Pasta,Noodles,"Shaar noodles with curry chicken flavor, 75 gm * 40 pieces",Generic,1000.0,1000.0,1.0,3000.0,2026-05-04
B0DZ2WHK48,amazon,Grocery,Rice & Pasta,Noodles,Instant Noodles (Vegetable Flavor Noodles Pack 70g 40pcs),Generic,420.0,420.0,1.0,200.0,2026-05-04
B0DWXS5NZ2,amazon,Grocery,Rice & Pasta,Pasta,El Maleka Pasta Penne 400G + Knorr Bechamel Mix 70G + Knorr Minced meat Mix 70G,ELMALEKA,45.25,45.25,,,2026-05-04
B0DWXQW233,amazon,Grocery,Rice & Pasta,Pasta,El Maleka Meloky Pasta Penne 400G + Knorr Bechamel Mix 70G + Knorr Minced meat Mix 70G,El Maleka,45.25,45.25,,,2026-05-04
B0DWXQ2QW3,amazon,Grocery,Rice & Pasta,Pasta,El Maleka Pasta Penne 400G + Knorr Minced meat Mix 70G,ELMALEKA,31.75,31.75,,,2026-05-04
B0DWXNQF5M,amazon,Grocery,Rice & Pasta,Pasta,El Maleka Pasta Penne 400G + Knorr Bechamel Mix 70G,ELMALEKA,28.0,28.0,,,2026-05-04
B0DWXNP56Y,amazon,Grocery,Rice & Pasta,Pasta,El Maleka Meloky Pasta Penne 400G + Knorr Bechamel Mix 70G,El Maleka,28.0,28.0,,,2026-05-04
B0DV4PJJTP,amazon,Grocery,Rice & Pasta,Rice,Ramadan Carton - Zaman Price (9 Pieces -5 Kg),Generic,775.0,775.0,1.0,35.0,2026-05-04
B0DMWGSHKQ,amazon,Grocery,Rice & Pasta,Rice,Al Doha rice with secret mixture - 320gm (4 pcs),Generic,378.65,94.6625,4.0,1280.0,2026-05-04
B0DMWGJWMR,amazon,Grocery,Rice & Pasta,Rice,Al Doha Easy rice Mahshi Rice - 342 gm (4 pcs),Generic,342.35,85.5875,4.0,1368.0,2026-05-04
B0DMWFYHYZ,amazon,Grocery,Rice & Pasta,Vermicelli,Al Doha rice with vermicelli - 320gm (2 pcs),Generic,218.61,109.305,2.0,640.0,2026-05-04
B0DMWFQV2B,amazon,Grocery,Rice & Pasta,Vermicelli,Al Doha rice with vermicelli - 320gm (4 pcs),Generic,292.85,73.2125,4.0,1280.0,2026-05-04
B0DMWFN4Z7,amazon,Grocery,Rice & Pasta,Rice,Al Doha Easy rice Kabsa Rice - 336 gm (4 pcs),Generic,507.35,126.8375,4.0,1344.0,2026-05-04
B0DMWFLXZW,amazon,Grocery,Rice & Pasta,Rice,Al Doha Easy rice Oriental Rice - 324 gm (4 pcs),Generic,342.35,85.5875,4.0,1296.0,2026-05-04
B0DMWFFCLL,amazon,Grocery,Rice & Pasta,Rice,Al Doha Easy rice Oriental Rice - 324 gm (2 pcs),Generic,243.35,121.675,2.0,648.0,2026-05-04
B0DMWFDDMM,amazon,Grocery,Rice & Pasta,Rice,"Al Doha rice with secret mixture - 320gm, Al Doha Easy rice Sayadia Rice - 327 gm, Al Doha Mahshi Rice - 342 gm, Al Doha Kabsa Rice - 336 gm AND Al Doha Oriental Rice - 324 gm",Generic,434.75,86.95,5.0,1649.0,2026-05-04
B0DMWFD8PN,amazon,Grocery,Rice & Pasta,Rice,Al Doha Easy rice Sayadia Rice - 327 gm (4 pcs),Generic,321.65,80.4125,4.0,1308.0,2026-05-04
B0DMWDKYVX,amazon,Grocery,Rice & Pasta,Rice,Al Doha Easy rice Sayadia Rice - 327 gm (2 pcs),Generic,228.51,114.255,2.0,654.0,2026-05-04
B0DMWDKJRQ,amazon,Grocery,Rice & Pasta,Rice,Al Doha Easy rice Mahshi Rice - 342 gm (2 pcs),Generic,243.35,121.675,2.0,684.0,2026-05-04
B0DMWDDKR8,amazon,Grocery,Rice & Pasta,Rice,Al Doha Easy rice Kabsa Rice - 336 gm (2 pcs),Generic,325.85,162.925,2.0,672.0,2026-05-04
B0DMWCPTCF,amazon,Grocery,Rice & Pasta,Rice,Al Doha rice with secret mixture - 320gm (2 pcs),Generic,261.51,130.755,2.0,640.0,2026-05-04
B0DL8QS2CB,amazon,Grocery,Rice & Pasta,Pasta,Al Doha Creamy Pesta Sause Easy Pasta (2 pcs),Generic,223.55,111.775,2.0,316.0,2026-05-04
B0DL8M1Z7K,amazon,Grocery,Rice & Pasta,Pasta,Al Doha Creamy Pesta Sause Easy Pasta AND Al Doha Mushroom Sauce Pasta,Generic,221.91,110.955,2.0,316.0,2026-05-04
B0DL8K3G31,amazon,Grocery,Rice & Pasta,Pasta,Al Doha Mac&Cheese Easy Pasta AND Al Doha Creamy Pesta Sause Easy Pasta,Generic,238.41,119.205,2.0,316.0,2026-05-04
B0DL8HJRKZ,amazon,Grocery,Rice & Pasta,Pasta,Al Doha Mushroom Sauce Pasta (2 pcs),Generic,220.25,110.125,2.0,316.0,2026-05-04
B0DL8DBTZ7,amazon,Grocery,Rice & Pasta,Pasta,Al Doha Mac&Cheese Easy Pasta (2 pcs),Generic,253.25,126.625,2.0,316.0,2026-05-04
B0DDJZ1ZST,amazon,Grocery,Rice & Pasta,Beans,Bahjah beans,Bahjah,220.0,110.0,2.0,1000.0,2026-05-04
B0D4BML5GK,amazon,Grocery,Rice & Pasta,Pasta,Global Farm Offer (Rings Pasta 450g Spicesake + Spicesake Alabaster Pasta 700g + Ganna Ghee 700g),Generic,290.0,96.66666666666669,3.0,1900.0,2026-05-04
B0D4B79V9Y,amazon,Grocery,Rice & Pasta,Pasta,Global Farm Offer (Rings Pasta 450g Spicesake + Spicesake Alabaster Pasta 700g + Amira Ghee 750g),Generic,290.0,96.66666666666669,3.0,1900.0,2026-05-04
B0CY3TTC1M,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 10 kg (Pack of 2)",Generic,853.21,426.605,2.0,10000.0,2026-05-04
B0CY3T5KW7,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha Easy rice Oriental Rice - 324 gm",Generic,548.63,274.315,2.0,5320.0,2026-05-04
B0CY3QC7BH,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha Easy rice Mahshi Rice - 342 gm",Generic,548.62,274.31,2.0,5340.0,2026-05-04
B0CY3QBJSX,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al doha freekeh - 500 grams",Generic,598.12,299.06,2.0,5500.0,2026-05-04
B0CY3PGGTT,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha rice with secret mixture- 330gm",Generic,565.12,282.56,2.0,5330.0,2026-05-04
B0CY3MMZSB,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha Egyptian Flour, 1 kg",Generic,576.63,288.315,2.0,6000.0,2026-05-04
B0CY3L8VZK,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha Egyptian Brown Lentils - 500 grams",Generic,614.62,307.31,2.0,5500.0,2026-05-04
B0CY3KBMSX,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha Chickpeas, 500 gm",Generic,862.13,431.065,2.0,5500.0,2026-05-04
B0CY3HRQFG,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha Egyptian Yellow Lentil-500 grams",Generic,614.62,307.31,2.0,5500.0,2026-05-04
B0CY3DRC1C,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha Easy rice Sayadia Rice - 327 gm",Generic,548.61,274.305,2.0,5320.0,2026-05-04
B0CY3DMVWX,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Egyptian al doha natural dry breadcrumbs, 300 gm",Generic,581.61,290.805,2.0,5300.0,2026-05-04
B0CY3BYK9Z,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha Egyption White Beans, 500 gm",Generic,661.23,330.615,2.0,5500.0,2026-05-04
B0CY3BY6TH,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Egyptian Rice Bag, 5 kg (Pack of 1) AND Al Doha Black Eyed Peas - 500 gm",Generic,685.51,342.755,2.0,5500.0,2026-05-04
B0CWPQBJ1P,amazon,Grocery,Rice & Pasta,Pasta,Italiano spaghetti 400gm (5 pcs),Generic,258.85,51.77,5.0,2000.0,2026-05-04
B0CWPQ67M1,amazon,Grocery,Rice & Pasta,Pasta,Italiano penne - 1 kg (5 pcs),Generic,522.85,104.57,5.0,5000.0,2026-05-04
B0CWPQ2P4X,amazon,Grocery,Rice & Pasta,Pasta,Italiano penne - 1 kg (3 pcs),Generic,331.45,110.48333333333332,3.0,3000.0,2026-05-04
B0CWPPY3P2,amazon,Grocery,Rice & Pasta,Pasta,Italiano small rings 400gm (3 pcs),Generic,173.52,57.84,3.0,1200.0,2026-05-04
B0CWPPXTN8,amazon,Grocery,Rice & Pasta,Pasta,Italiano big rings pasta - 1 kg (3 pcs),Generic,331.45,110.48333333333332,3.0,3000.0,2026-05-04
B0CWPPNSSL,amazon,Grocery,Rice & Pasta,Pasta,Italiano fettucini 400gm (5 pcs),Generic,258.85,51.77,5.0,2000.0,2026-05-04
B0CWPPM186,amazon,Grocery,Rice & Pasta,Pasta,Italiano spaghetti pasta - 1 kg (5 pcs),Generic,522.85,104.57,5.0,5000.0,2026-05-04
B0CWPPJ1MH,amazon,Grocery,Rice & Pasta,Pasta,Italiano shells 400gm (5 pcs),Generic,258.85,51.77,5.0,2000.0,2026-05-04
B0CWPPHP3Y,amazon,Grocery,Rice & Pasta,Vermicelli,Italiano vermicelli - 1 kg (5 pcs),Generic,522.85,104.57,5.0,5000.0,2026-05-04
B0CWPPCGJS,amazon,Grocery,Rice & Pasta,Pasta,Italiano Risoni - 400gm (5 pcs),Generic,258.85,51.77,5.0,2000.0,2026-05-04
B0CWPPBB7L,amazon,Grocery,Rice & Pasta,Pasta,Italiano Risoni - 400gm (3 pcs),Generic,173.52,57.84,3.0,1200.0,2026-05-04
B0CWPP51MS,amazon,Grocery,Rice & Pasta,Pasta,Italiano small rings - 1 kg (3 pcs),Generic,331.45,110.48333333333332,3.0,3000.0,2026-05-04
B0CWPP4NRQ,amazon,Grocery,Rice & Pasta,Pasta,Italiano fettucini 400gm (3 pcs),Generic,173.52,57.84,3.0,1200.0,2026-05-04
B0CWPNVVX9,amazon,Grocery,Rice & Pasta,Pasta,Italiano serpentini 400g (3 pcs),Generic,173.52,57.84,3.0,1200.0,2026-05-04
B0CWPNJBFY,amazon,Grocery,Rice & Pasta,Pasta,Italiano penne - 400gm (5 pcs),Generic,258.85,51.77,5.0,2000.0,2026-05-04
B0CWPNG67W,amazon,Grocery,Rice & Pasta,Pasta,Italiano big rings 400gm (3 pcs),Generic,173.52,57.84,3.0,1200.0,2026-05-04
B0CWPN86T7,amazon,Grocery,Rice & Pasta,Pasta,Italiano serpentini 400g (5 pcs),Generic,258.85,51.77,5.0,2000.0,2026-05-04
B0CWPN2DY2,amazon,Grocery,Rice & Pasta,Pasta,Italiano spaghetti 400gm (3 pcs),Generic,173.52,57.84,3.0,1200.0,2026-05-04
B0CWPN2DJV,amazon,Grocery,Rice & Pasta,Pasta,Italiano small rings 400gm (5 pcs),Generic,258.85,51.77,5.0,2000.0,2026-05-04
B0CWPN1B8V,amazon,Grocery,Rice & Pasta,Pasta,Italiano spaghetti pasta - 1 kg (3 pcs),Generic,331.45,110.48333333333332,3.0,3000.0,2026-05-04
B0CWPN1B7N,amazon,Grocery,Rice & Pasta,Vermicelli,Italiano vermicelli - 1 kg (3 pcs),Generic,331.45,110.48333333333332,3.0,3000.0,2026-05-04
B0CWPMX93X,amazon,Grocery,Rice & Pasta,Pasta,Italiano penne - 400gm (3 pcs),Generic,173.52,57.84,3.0,1200.0,2026-05-04
B0CWPMQS77,amazon,Grocery,Rice & Pasta,Pasta,Italiano shells 400gm (3 pcs),Generic,173.52,57.84,3.0,1200.0,2026-05-04
B0CWPMFVRG,amazon,Grocery,Rice & Pasta,Pasta,Italiano small rings - 1 kg (5 pcs),Generic,522.85,104.57,5.0,5000.0,2026-05-04
B0CWPMDQ6R,amazon,Grocery,Rice & Pasta,Pasta,Italiano big rings pasta - 1 kg (5 pcs),Generic,522.85,104.57,5.0,5000.0,2026-05-04
B0CWPMCNZW,amazon,Grocery,Rice & Pasta,Pasta,"Italiano penne, big rings, spaghetti, serpentini AND shells (400gm)",Generic,258.85,51.77,5.0,2000.0,2026-05-04
B0CW7Z6658,amazon,Grocery,Rice & Pasta,Pasta,Delicia Masreya Shells pasta 500 grams (3 pcs),Generic,237.56,79.18666666666667,3.0,1500.0,2026-05-04
B0CW7XDLSG,amazon,Grocery,Rice & Pasta,Pasta,Delicia Masreya small rings pasta 500 grams (3 pcs),Generic,237.56,79.18666666666667,3.0,1500.0,2026-05-04
B0CW7VXCBK,amazon,Grocery,Rice & Pasta,Pasta,Delicia Masreya penne pasta 500 grams (3pcs),Generic,237.56,79.18666666666667,3.0,1500.0,2026-05-04
B0CW7R1TL5,amazon,Grocery,Rice & Pasta,Pasta,"Delicia Masreya Spaghetti, penne, elbow, shells and small rings pasta 500 grams (5 pcs)",Generic,296.37,59.274,5.0,2500.0,2026-05-04
B0CW7NMF8H,amazon,Grocery,Rice & Pasta,Pasta,Delicia Masreya small rings pasta 500 grams (5 pcs),Generic,296.37,59.274,5.0,2500.0,2026-05-04
B0CW7MXWY5,amazon,Grocery,Rice & Pasta,Pasta,Delicia Masreya Spaghetti pasta 500 grams (5 pcs),Generic,296.37,59.274,5.0,2500.0,2026-05-04
B0CW7JLJ8B,amazon,Grocery,Rice & Pasta,Pasta,Delicia Masreya Shells pasta 500 grams (5 pcs),Generic,296.37,59.274,5.0,2500.0,2026-05-04
B0CW7CZC5K,amazon,Grocery,Rice & Pasta,Pasta,Delicia Masreya Spaghetti pasta 500 grams (3 pcs),Generic,237.56,79.18666666666667,3.0,1500.0,2026-05-04
B0CW7CK8RD,amazon,Grocery,Rice & Pasta,Pasta,Delicia Masreya elbow pasta 500 grams (5 pcs),Generic,296.37,59.274,5.0,2500.0,2026-05-04
B0CW78HG5D,amazon,Grocery,Rice & Pasta,Pasta,Delicia Masreya penne pasta 500 grams (5 pcs),Generic,296.37,59.274,5.0,2500.0,2026-05-04
B0CT6B5WSB,amazon,Grocery,Rice & Pasta,Oats,"Eco Healthy (Whole Grain Oats,1 Kg + Brown Flaxseeds, 500g) bundle",Eco Healthy,165.0,165.0,,,2026-05-04
B0CQWN5296,amazon,Grocery,Rice & Pasta,Pasta,"Al Doha 3 Mini Chef Pasta, 250gm (2Little Farfalle - 1 Fairy Tale) & Gardino tomato sauce - 380 gm",Al Doha,107.5,107.5,1.0,,2026-05-04
B0CL7W84VP,amazon,Grocery,Rice & Pasta,Pasta,El Matbakh Pasta 400G Bundle (Spaghetti - Penne - Small Rings),El Matbakh,35.97,35.97,,400.0,2026-05-04
B0CL2HVZ74,amazon,Grocery,Rice & Pasta,Pasta,Zemoroda Golden Pasta 8 K.G,عام,284.55,14.2275,20.0,1000.0,2026-05-04
B0C6QVHYGV,amazon,Grocery,Rice & Pasta,Rice,Diamond Rice Basmati Hendi 900 gm,Quality,291.85,291.85,1.0,900.0,2026-05-04
B0C6QTP3HL,amazon,Grocery,Rice & Pasta,Rice,Diamond Rice Thai Simmy 900 g,Quality,234.35,234.35,,900.0,2026-05-04
B0C6QSDXXQ,amazon,Grocery,Rice & Pasta,Rice,Thai Simmati Premium Rice 900 Gram,Quality,242.35,242.35,1.0,900.0,2026-05-04
B0C5VNCRG7,amazon,Grocery,Rice & Pasta,Rice,"Elmatbakh Elmasry Penne Rigate Pasta, 400 gm & El Matbakh El Masry Rice Pasta - 400 gm (Bundle)",Elmatbakh Elmasry,26.94,13.47,2.0,400.0,2026-05-04
B0C5VN6J9H,amazon,Grocery,Rice & Pasta,Pasta,Lametna Spaghetti Pasta Bag 1kg & Lametna Small Rings Pasta Pouch 1kg (Bundle),Lametna,60.75,60.75,1.0,,2026-05-04
B0C5TV6WWH,amazon,Grocery,Rice & Pasta,Rice,Al Doha Rice 1KG - Pack of 5 (Total 5KG) (5),Generic,40.0,8.0,5.0,5000.0,2026-05-04
B0C3YVHJQF,amazon,Grocery,Rice & Pasta,Rice,Emerald rice 10 kg - Zemoroda Package 10,عام,385.42,385.42,,1000.0,2026-05-04
B0C3YT5CD9,amazon,Grocery,Rice & Pasta,Rice,Morning rice 10 kg - AlSabah Package 10,عام,385.42,38.542,10.0,1000.0,2026-05-04
B0BYK9F7SR,amazon,Grocery,Rice & Pasta,Rice,"Al Doha Golden Thai Rice, 1 KG & Abu Auf Kabsa Spices 75 Gm (Bundle)",Unknown,145.99,145.99,,,2026-05-04
B0BMW6FP9C,amazon,Grocery,Rice & Pasta,Noodles,CNMART Samyang 2x Spicy (Double Spicy) en Buldak Noodle Cup Ramen Halal 70g (Pack of 6),CNMART,1155.0,1155.0,1.0,70.0,2026-05-04
B0B94H5Q24,amazon,Grocery,Rice & Pasta,Noodles,CNMART Samyang 2xSpicy en Flavour Ramen 70g -12 Cups [HALAL],CNMART,1999.0,1999.0,1.0,70.0,2026-05-04
B0B3941GKK,amazon,Grocery,Rice & Pasta,Pasta,Star Fusilli 5 X 400g,Generic,187.35,187.35,1.0,400.0,2026-05-04
B09WLJ8DJZ,amazon,Grocery,Rice & Pasta,Rice,"Daria basmati rice ""golden"" 500g",Daria,208.1,208.1,,,2026-05-04
B09HK1GLW9,amazon,Grocery,Rice & Pasta,Noodles,Sam Yang Korean Buldak Cream Carbonara Noodles Pk1&Buldak Carbo Noddles Pk1&Buldak Jijang Pk1(420Gm)(Imported)Pack Of 3(Non-Vegetrian),Sam Yang,444.0,148.0,3.0,420.0,2026-05-04
B09HGTYNPP,amazon,Grocery,Rice & Pasta,Noodles,Samyang Korean Buldak 3XSpicy Noodles PK1 & Buldak Carbo Noddles PK1 & Buldak Cream Carbonara Pk1(420Gm)(Imported) Pack of 3 (Non - Vegetrian),Sam Yang,445.0,148.33333333333334,3.0,420.0,2026-05-04
B09GW6XNT8,amazon,Grocery,Rice & Pasta,Lentils,Dayma Whole Lentils - 1 Kg,Dayma,258.27,258.27,1.0,1000.0,2026-05-04
B098V2JWML,amazon,Grocery,Rice & Pasta,Noodles,Samyang Noodles Pasta - 120 grams,Unknown,165.0,165.0,,,2026-05-04
B094FSYT44,amazon,Grocery,Rice & Pasta,Noodles,Buldak Samyang Buldak Fire Chicken Noodles 3X Spicy (Pack of 5),Buldak,655.0,655.0,1.0,140.0,2026-05-04
B0949CYMFJ,amazon,Grocery,Rice & Pasta,Rice,"Abukass Indian Sella Basmati Rice, 20 Kg - Pack of 1",Abu Kass,5990.0,5990.0,1.0,20000.0,2026-05-04
B08SM3ZFSW,amazon,Grocery,Rice & Pasta,Noodles,Samyang Buldak Carbo en Flavour Ramen Instant Korean Noodles - 130gm*5Pack (5Pack Combo) (Imported),SAMYANG,755.0,151.0,5.0,130.0,2026-05-04
B08NVTZK6C,amazon,Grocery,Rice & Pasta,Beans,"Chtaura Chtaura Chickpeas in Brine, 240 g",Chtaura,115.3,115.3,,240.0,2026-05-04
B084FXG1P7,amazon,Grocery,Rice & Pasta,Noodles,Samyang MultiPack (Pack of 5 Noodles) & 50g Nottacia Chilli Flakes Free.,SAMYANG,755.0,151.0,5.0,50.0,2026-05-04
B083B1VG78,amazon,Grocery,Rice & Pasta,Rice,"Abubint Chopstick Golden Parboiled Rice, 5Kg - Pack of 1, white",Abu Bint,1299.0,1299.0,1.0,5000.0,2026-05-04
B01M0FTDYJ,amazon,Grocery,Rice & Pasta,Pasta,"Barilla Lasagne Pasta, 500g, Product of Italy",Barilla,349.0,349.0,1.0,500.0,2026-05-04
B0113NI36U,amazon,Grocery,Rice & Pasta,Pasta,De Cecco Linguine No. 7 De Cecco 500G,De Cecco,165.0,165.0,1.0,500.0,2026-05-04
B00NPTVKUW,amazon,Grocery,Rice & Pasta,Pasta,Dr. Schar Gluten-Free Fusilli Pasta 250 g,Schär,335.0,335.0,,250.0,2026-05-04
B007KIH0FI,amazon,Grocery,Rice & Pasta,Pasta,"Pasta Zara Cous Cous, 500 gm",Pasta Zara,312.55,312.55,,500.0,2026-05-04
B007KIGPEU,amazon,Grocery,Rice & Pasta,Pasta,"Pasta Zara Spirali Pasta, 500g",Pasta Zara,258.35,12.9175,20.0,500.0,2026-05-04
B003OH8F6M,amazon,Grocery,Rice & Pasta,Noodles,Barilla Penne Rigate 500G Hard Grain Noodles,Barilla,249.0,249.0,1.0,540.0,2026-05-04
B003CJ707C,amazon,Grocery,Rice & Pasta,Pasta,De Cecco Fusilli No. 34 500G,De Cecco,1273.59,1273.59,1.0,500.0,2026-05-04
B08YY2YCRR,amazon,Grocery,Cooking & Baking,Oils,"Crystal Sunflower Oil, 2.2 Liter",Crystal,221.38,221.38,,,2026-05-04
B0887ZPXWJ,amazon,Grocery,Cooking & Baking,Grains,"Dobella whole wheat diet flour, 1 kg",Dobella,41.0,41.0,1.0,1000.0,2026-05-04
B091Q6FDTG,amazon,Grocery,Cooking & Baking,Oils,"Afia sunflower oil, 2.2 liters",AFIA,219.95,219.95,,,2026-05-04
B00UEMFGJO,amazon,Grocery,Cooking & Baking,Sugar,"Aldoha White Sugar, 1 KG",Al Doha,40.0,40.0,1.0,1000.0,2026-05-04
B018SJBUIA,amazon,Grocery,Cooking & Baking,Flour,"Al Doha Egyptian Flour, 1 kg (Pack of 1)",Al Doha,34.94,34.94,1.0,1000.0,2026-05-04
B08WJLBZTR,amazon,Grocery,Cooking & Baking,Oils,Rehana natural vinegar - 1 l,Rehana,14.75,14.75,1.0,1000.0,2026-05-04
B018QZ9HHM,amazon,Grocery,Cooking & Baking,Sugar,zamzam sugar 1 kg,ZamZam,35.0,35.0,1.0,1000.0,2026-05-04
B0BTMHZ3W3,amazon,Grocery,Cooking & Baking,Oils,Organo Natural Vinegar With 5% Acidity 900 ML - Clear,Organo,15.5,15.5,1.0,900.0,2026-05-04
B0BN4LT5CK,amazon,Grocery,Cooking & Baking,Flour,Haboubah flour 1 kg,Haboubah,28.0,28.0,1.0,1000.0,2026-05-04
B0B4HD8B1W,amazon,Grocery,Cooking & Baking,Oils,Wadi Food Vinegar - Natural 1 L PET,Wadi Food,17.5,17.5,1.0,,2026-05-04
B08WJL73XG,amazon,Grocery,Cooking & Baking,Flour,Rehana fine flour 1 kg,Rehana,26.99,26.99,1.0,1000.0,2026-05-04
B07V1Y2MDB,amazon,Grocery,Cooking & Baking,Oils,Qaleya Mixed Cooking And Frying Oil -1 Liter,QALEYA,91.0,91.0,,,2026-05-04
B09JGLPRK1,amazon,Grocery,Cooking & Baking,Cereal,Afia corn oil plus Yellow 2.2 liter pack may vary,AFIA,249.95,249.95,,,2026-05-04
B0DWN3NCYZ,amazon,Grocery,Cooking & Baking,Honey,"Alasdekaa Natural and healthy Alfalfa honey,950gm",alasdekaa,138.0,138.0,,1020.0,2026-05-04
B07DC88WM6,amazon,Grocery,Cooking & Baking,Cereal,"Dreem cooking dark chocolate, 200 g",Dreem,45.5,45.5,,,2026-05-04
B07G86SNYJ,amazon,Grocery,Cooking & Baking,Oils,"Helwa mixed Bottle oil, 4.5 Liters",Helwa,366.5,366.5,,,2026-05-04
B09BG4BCSL,amazon,Grocery,Cooking & Baking,Oils,Hanady Mixed Oil 2.1 Liter packaging may vary,Hanady,179.99,179.99,,,2026-05-04
B08WJJFS8B,amazon,Grocery,Cooking & Baking,Oils,Slite Sunflower Oil 1.5 Liter,Slite,152.0,152.0,,,2026-05-04
B09N2NYL98,amazon,Grocery,Cooking & Baking,Flour,Eco Healthy - Organic Barley Flour - 1 kg,Eco Healthy,50.0,50.0,,1000.0,2026-05-04
B08WJKZ8BD,amazon,Grocery,Cooking & Baking,Rice,"Dobella white rice flour, 1 k",Dobella,46.0,46.0,1.0,1000.0,2026-05-04
B00Y0X3W9O,amazon,Grocery,Cooking & Baking,Oils,Heinz Vinegar Bottle 1L,HEINZ,22.45,22.45,1.0,1030.0,2026-05-04
B07G84F2KL,amazon,Grocery,Cooking & Baking,Oils,"Qaleya Mixed Oil, 4.5L",QALEYA,184.95,184.95,,,2026-05-04
B08YY2T9K3,amazon,Grocery,Cooking & Baking,Cereal,"Crystal Corn Oil, 2.2 Liter",Crystal,262.0,262.0,,,2026-05-04
B0BPCXDCNH,amazon,Grocery,Cooking & Baking,Sugar,Sweetal sugar stevia (250 grams jar),Sweet,80.0,80.0,1.0,250.0,2026-05-04
B07DC8JT4B,amazon,Grocery,Cooking & Baking,Jams,"Dreem Jelly Strawberry Flavor, 70 Gm",Dreem,11.5,11.5,1.0,70.0,2026-05-04
