sku,source,category,sub_category,product_type,product_name,brand,price,price_per_unit,number_of_items,item_weight_grams,date
ZC455010521ED2E58986DZ,noon,Grocery,Pasta and Noodles,Pasta,Spaghetti Macaroni - 500 Gram,Pasta_Di_Martino,190.0,190.0,1.0,500.0,2026-05-25
ZED302FE428A1172A72FAZ,noon,Grocery,Pasta and Noodles,Pasta,Orzo pasta with oats - 250 grams,Lino,104.25,104.25,1.0,250.0,2026-05-25
Z94B7EAC69180F5F4AF2FZ,noon,Grocery,Pasta and Noodles,Noodles,Samyang Nolds Korean Instant Pot Spicy Chicken Flavor 3X 140g,Samyang,179.0,179.0,1.0,140.0,2026-05-25
Z4361744CD94B13D9C3ADZ,noon,Grocery,Pasta and Noodles,Pasta,Rigitoni pasta 500 grams,De Cico,186.0,186.0,1.0,500.0,2026-05-25
Z818AFE68C75FBF63F2B5Z,noon,Grocery,Pasta and Noodles,Pasta,Dr. Foods Premium Pasta with Oats and Psyllium - 400 grams | Rich in fiber A luxurious alternative to traditional pasta,Dr. Foods,110.0,110.0,1.0,400.0,2026-05-25
Z354B7798EC6EC17050F7Z,noon,Grocery,Pasta and Noodles,Noodles,Samyang Spicy Korean Chicken Noodles with Carbonara and Ginger Flavor 2*140 grams,Samyang,375.0,375.0,1.0,140.0,2026-05-25
Z7461614FAC599EFB8C7DZ,noon,Grocery,Pasta and Noodles,Pasta,Dr. Foods Spinach Pasta – 400g | Rich in botanical elements Vesili form,Dr. Foods,105.0,105.0,1.0,400.0,2026-05-25
Z993BDDCCB1B0902EC23CZ,noon,Grocery,"Dried Beans, Grains and Rice",Beans,Premium Crushed Beans- 500 grams,Haboba,28.0,28.0,1.0,500.0,2026-05-25
ZE66B784BD58018BC1639Z,noon,Grocery,Pasta and Noodles,Noodles,Saming Nolds Korean Instant Pot Spicy Chicken Flavor Original Taste 1* 140 grams,Samyang,179.0,179.0,1.0,140.0,2026-05-25
Z153992B5C5A2A0701A64Z,noon,Grocery,"Dried Beans, Grains and Rice",Rice,Premium Egyptian rice 5 kg,Sultanate,230.0,230.0,1.0,5000.0,2026-05-25
N38980532A,noon,Grocery,Pasta and Noodles,Pasta,Penne pasta 400 grams,Just a minute,19.0,19.0,1.0,400.0,2026-05-25
ZBED1A3F72106E003D74EZ,noon,Grocery,Pasta and Noodles,Noodles,Korean Djad Spicy Jajang Noodles 140 Grams,With a rooster,200.0,200.0,1.0,140.0,2026-05-25
N45822161A,noon,Grocery,Pasta and Noodles,Vermicelli,Vermicelli 1 kg,Egyptian cuisine,41.0,41.0,1.0,1000.0,2026-05-25
ZF15942632F56F8DC82AFZ,noon,Grocery,Pasta and Noodles,Noodles,Indomie Instant Noodles Cup - Vegetable Flavor - a quick meal with a natural vegetable flavor - 60 grams,Indomie,125.28,125.28,1.0,60.0,2026-05-25
ZA65D36C04DF80ACBE9ADZ,noon,Grocery,Pasta and Noodles,Cheese,Baldo Korean Noodles with Fromage Cheese Flavor - 111 grams - 2 packs,Baldo,261.0,261.0,1.0,111.0,2026-05-25
Z44C84718CBEC0BF77816Z,noon,Grocery,Pasta and Noodles,Noodles,Samyang Spicy Korean Chicken Noodles Carbonara 140g *2,Samyang,355.0,355.0,1.0,140.0,2026-05-25
ZF9353C4E9F4E185044C2Z,noon,Grocery,Pasta and Noodles,Pasta,Gluten-free oat pasta - 250 grams,Lino,104.25,104.25,1.0,250.0,2026-05-25
ZC55D50394A5A0B5AF24DZ,noon,Grocery,Pasta and Noodles,Noodles,Indomie Instant Noodles Cup - Curry Flavor - Quick Meal - Rich and Enjoyable Curry Taste - 60 grams,Indomie,112.0,112.0,1.0,60.0,2026-05-25
N27719598A,noon,Grocery,Pasta and Noodles,Pasta,Rings pasta 400 grams,morn,26.75,26.75,1.0,400.0,2026-05-25
Z1F3C97E7C21B7AB7C5B4Z,noon,Grocery,Pasta and Noodles,Noodles,Samyang Nolds Korean Instant Spicy Chicken 2X 140g,Samyang,179.0,179.0,1.0,140.0,2026-05-25
ZB3E70753F7BCB5474703Z,noon,Grocery,Pasta and Noodles,Pasta,Spaghetti pasta No. 500 grams,Granoro,82.25,82.25,1.0,500.0,2026-05-25
N52735702A,noon,Grocery,Pasta and Noodles,Pasta,Vermicelli pasta 1 kg,For our nation,27.25,27.25,1.0,1000.0,2026-05-25
Z0E9557BF625C054F7A6BZ,noon,Grocery,"Dried Beans, Grains and Rice",Beans,White beans 250 grams,Effendi,24.25,24.25,1.0,250.0,2026-05-25
Z6DA2E7906F8B87A46E7CZ,noon,Grocery,Pasta and Noodles,Pasta,Small paccheri pasta 500 grams,Granoro,154.0,154.0,1.0,500.0,2026-05-25
Z2FBFDFFD5B99B2C037A0Z,noon,Grocery,Pasta and Noodles,Noodles,"Saming Nolds Korean Instant Pot, Spicy Chicken Flavor, Original Taste, 140 grams *2",Samyang,345.0,345.0,1.0,140.0,2026-05-25
Z8741B1E4B5C782D6F960Z,noon,Grocery,Pasta and Noodles,Noodles,Buldak Carbonara Noodles with Spicy Chicken Flavor,Samyang,322.0,322.0,1.0,500.0,2026-05-25
Z66A56CA1C2AEFF1EE5D5Z,noon,Grocery,Pasta and Noodles,Cheese,Cheese Flavor Instant Noodles Noodles - 10 Bag Offer,Generic,127.0,12.7,10.0,200.0,2026-05-25
Z7DC37F92F35C3EA079E5Z,noon,Grocery,Pasta and Noodles,Noodles,Saming Nolds Korean Instant Pot Spicy Chicken Flavor Original Taste 140 Grams *4,Samyang,689.0,689.0,1.0,140.0,2026-05-25
N52406607A,noon,Grocery,"Dried Beans, Grains and Rice",Lentils,Yellow lentils 500 grams,Habooba,34.0,34.0,1.0,500.0,2026-05-25
ZA99DAC0ADFF853CF8235Z,noon,Grocery,Pasta and Noodles,Noodles,Samyang spicy Korean chicken noodles with carbonara and original taste 2*140 grams,Samyang,333.0,333.0,1.0,140.0,2026-05-25
Z49B47C94494488881093Z,noon,Grocery,Pasta and Noodles,Rice,Topokki cup instant rice noodles with sweet lemon flavor - 110 grams,Good Seoul,244.0,244.0,1.0,110.0,2026-05-25
Z3049F6A28D11EDEF1A38Z,noon,Grocery,Pasta and Noodles,Pasta,Languine pasta 500 grams,De Cico,187.0,187.0,1.0,500.0,2026-05-25
ZEB21F7EBA3ACC003B2DAZ,noon,Grocery,Pasta and Noodles,Noodles,Samyang Tangle Noodles in Garlic Oil 100g,Tangle,566.0,94.3333,6.0,100.0,2026-05-25
N35900975A,noon,Grocery,Dairy Cheese and Eggs,Milk,Powdered milk powder 15 grams,Maura,14.0,14.0,1.0,15.0,2026-05-25
Z9C2B9839E264467F3E17Z,noon,Grocery,Pasta and Noodles,Cheese,Samyang Spicy Chicken Ramen Noodles with Quattro Cheese 145g,Samyang,220.0,220.0,1.0,145.0,2026-05-25
Z760205D968B6008440EBZ,noon,Grocery,Pasta and Noodles,Cheese,Spicy chicken flavored ramen - quattro cheese,Samyang,198.0,198.0,1.0,500.0,2026-05-25
N28676074A,noon,Grocery,Dairy Cheese and Eggs,Milk,Coconut milk cream 400 grams,Rizzi World,116.0,116.0,1.0,400.0,2026-05-25
Z3C12BC5C07C1F0947324Z,noon,Grocery,Pasta and Noodles,Noodles,Buldak Spicy Ramen 3X – Korean instant noodles,Samyang,275.0,275.0,1.0,500.0,2026-05-25
N27719602A,noon,Grocery,Pasta and Noodles,Vermicelli,Vermicelli 400 grams,morn,30.0,30.0,1.0,400.0,2026-05-25
ZD1B7A83BBDD4020D4E34Z,noon,Grocery,Pasta and Noodles,Noodles,Samyang Buldak Gajang Spicy Chicken Flavor Ramen,Samyang,250.0,250.0,1.0,200.0,2026-05-25
Z22609FC57A5822663006Z,noon,Grocery,Pasta and Noodles,Noodles,Samyang Spicy Korean Chicken Noodles with Carbonara Flavor - 3X - Ginger 3*140 g,Samyang,455.0,455.0,1.0,140.0,2026-05-25
ZEF97B4DC66C5C6C00D2BZ,noon,Grocery,Pasta and Noodles,Noodles,Samyang Nolds Instant Korean Spicy Chicken Habanero Lemon 2*140g,Samyang,329.0,329.0,1.0,140.0,2026-05-25
Z067BD2A589B2565FCA67Z,noon,Grocery,Pasta and Noodles,Noodles,Paldo Tium Sai Ramen Noodles Extra Spicy - 120 g - 2 bags,Baldo,220.0,220.0,1.0,120.0,2026-05-25
Z0BBE79153ED64339EBA3Z,noon,Grocery,Pasta and Noodles,Noodles,"Indomie Fried Cup, Instant Noodles, Original Mi Goreng Flavor, 75 Grams Serving",Indomie,178.0,178.0,1.0,75.0,2026-05-25
Z81D8221309B3A150EF74Z,noon,Grocery,Pasta and Noodles,Noodles,Samyang Spicy Korean Chicken Noodles with Ginger Flavor 140 grams,Samyang,179.0,179.0,1.0,140.0,2026-05-25
Z76994119213EA76580C2Z,noon,Grocery,Pasta and Noodles,Noodles,Yoodles Instant Noodles with Spicy Shrimp Flavor - 10 Bag Offer,Generic,127.0,12.7,10.0,200.0,2026-05-25
Z24097101E0076E66B29EZ,noon,Grocery,Pasta and Noodles,Pasta,"Agnese Fusilli Pasta, 500g No. 78",Agnese,500.0,500.0,1.0,500.0,2026-05-25
Z8C7DF77628E83E128A41Z,noon,Grocery,Pasta and Noodles,Pasta,Spaghetti pasta 500 grams,De Cico,168.0,168.0,1.0,500.0,2026-05-25
Z5A2A0EF66864C270DB6DZ,noon,Grocery,Pasta and Noodles,Pasta,Agnese Farfalle Pasta No. 61. 500 grams. Italian pasta,Agnese,500.0,500.0,1.0,500.0,2026-05-25
Z2FFC9F164D930279B804Z,noon,Grocery,Pasta and Noodles,Pasta,"Agnesi N-87 Rigate Pasta, 500 grams",Agnese,500.0,500.0,1.0,500.0,2026-05-25
Z291EC18CF66EBC27BD20Z,noon,Grocery,Pasta and Noodles,Milk,Samyang Korean Spicy Chicken Noodles with Carbonara Cream Flavor 140 grams,Samyang,189.0,189.0,1.0,140.0,2026-05-25
Z558AFFDE4D06E9FBB73DZ,noon,Grocery,Pasta and Noodles,Cheese,Samyang Noodler Korean Spicy Chicken with Quattro Cheese Flavor 140 grams,Samyang,175.0,175.0,1.0,140.0,2026-05-25
Z86D49630A0AC0DA25C95Z,noon,Grocery,Pasta and Noodles,Pasta,Mac Pasta with Italian Sauce - 200 Gram,24,74.0,74.0,1.0,200.0,2026-05-25
ZC2E0B970C5A2C6516E70Z,noon,Grocery,Pasta and Noodles,Pasta,Agnese Pasta Linguine No. 10 500g,Agnese,500.0,500.0,1.0,500.0,2026-05-25
ZEB1A14C8BFE66E0D2053Z,noon,Grocery,Pasta and Noodles,Pasta,Barilla spaghetti pasta,Barilla,199.9,199.9,1.0,500.0,2026-05-25
N42369096A,noon,Grocery,Pasta and Noodles,Pasta,Sedano pasta medium 400 grams,Emirates Pasta,58.0,58.0,1.0,400.0,2026-05-25
Z43E70C7FDDAA76054A85Z,noon,Grocery,Pasta and Noodles,Grains,Lasagna pasta from Dr. Foods - 500 grams | Premium wheat | Excellent pasta slices | No additives,Dr. Foods,130.0,130.0,1.0,500.0,2026-05-25
ZEDCDB9A81ECD6B180451Z,noon,Grocery,Pasta and Noodles,Noodles,Baldo Pippimin Korean Noodles - 130g - 2 Pack,Baldo,218.0,218.0,1.0,130.0,2026-05-25
N38980536A,noon,Grocery,Pasta and Noodles,Pasta,Rings pasta 400 grams,Just a minute,19.0,19.0,1.0,400.0,2026-05-25
N27719601A,noon,Grocery,Pasta and Noodles,Pasta,Spaghetti pasta 400 grams,morn,30.0,30.0,1.0,400.0,2026-05-25
ZAC46A840F5B885453B1CZ,noon,Grocery,Pasta and Noodles,Pasta,Mini Chef Adventure Pasta 250 grams,morn,23.75,23.75,1.0,250.0,2026-05-25
N35958736A,noon,Grocery,Pasta and Noodles,Pasta,Lasagna 250 grams,Dobella,34.0,34.0,1.0,250.0,2026-05-25
Z5A2F913D2C8FE35F2505Z,noon,Grocery,Pasta and Noodles,Pasta,Milwaukee rissoni pasta 400g,the queen,15.5,15.5,1.0,400.0,2026-05-25
Z90DFE2FFE464EC832840Z,noon,Grocery,Pasta and Noodles,Pasta,Milwaukee penne pasta 400 grams,El Maleka,15.5,15.5,1.0,400.0,2026-05-25
ZEE19BAFE880D4A2BCCF4Z,noon,Grocery,Pasta and Noodles,Rice,Good Soul Original Rabuki Rice Cake - 132 grams,Good Seoul,253.0,253.0,1.0,132.0,2026-05-25
Z55A39A524E62919077ACZ,noon,Grocery,Pasta and Noodles,Noodles,Samyang Ramen Noodles Carbonara Spicy Chicken 130g,Samyang,200.0,200.0,1.0,130.0,2026-05-25
Z9F95E89E3E8D457E050DZ,noon,Grocery,Pasta and Noodles,Pasta,Penne pasta 500 grams,De Cico,154.25,154.25,1.0,500.0,2026-05-25
N48069414A,noon,Grocery,Pasta and Noodles,Pasta,Crescent pasta 400 grams,Brands guide,22.95,22.95,1.0,400.0,2026-05-25
Z7196D0DB4A19BE39FF84Z,noon,Grocery,Pasta and Noodles,Milk,Samyang - Buldak Ramen with Spicy Chicken and Carbonara Cream - 140g,Samyang,220.0,220.0,1.0,140.0,2026-05-25
Z3300D305E28FAE16F2CEZ,noon,Grocery,Pasta and Noodles,Pasta,Mac pasta with white mushroom sauce - 200 grams,24 The Fragrance,74.0,74.0,1.0,200.0,2026-05-25
N28863109A,noon,Grocery,Pasta and Noodles,Pasta,Lasagna 400 grams,Italiano,41.0,41.0,1.0,400.0,2026-05-25
N27719609A,noon,Grocery,Pasta and Noodles,Vermicelli,Vermicelli 400 grams,Egyptian cuisine,17.0,17.0,1.0,400.0,2026-05-25
N28863033A,noon,Grocery,Pasta and Noodles,Pasta,Crescent pasta 1 kg,the queen,35.75,35.75,1.0,1000.0,2026-05-25
Z477C0F8349E1B4E6353EZ,noon,Grocery,Pasta and Noodles,Noodles,Samyang Nolds Instant Korean Spicy Chicken Habanero Lemon 140g,Samyang,179.0,179.0,1.0,140.0,2026-05-25
ZCAAA822B5DACBABC6ABDZ,noon,Grocery,Pasta and Noodles,Pasta,Spiralli Grande Pasta 500g,Granoro,105.0,105.0,1.0,500.0,2026-05-25
N43440623A,noon,Grocery,Pasta and Noodles,Vermicelli,Vermicelli 1 kg,Italiano,54.95,54.95,1.0,1000.0,2026-05-25
Z907D5ED19A15291C3FB3Z,noon,Grocery,Pasta and Noodles,Eggs,"Rizzy World Wide Egg Noodles, perfect for soup, stir fry and cooking",Rizzi World,150.0,150.0,1.0,400.0,2026-05-25
N27719597A,noon,Grocery,Pasta and Noodles,Pasta,Oven pasta 400 grams,morn,30.0,30.0,1.0,400.0,2026-05-25
Z31923E06AF916EBEEE6AZ,noon,Grocery,Pasta and Noodles,Noodles,"Samyang Spicy Chicken Ramen Noodles (Buldak), Original Flavor, 140g Bag",Samyang,154.0,154.0,1.0,140.0,2026-05-25
N42369093A,noon,Grocery,Pasta and Noodles,Pasta,Spaghetti pasta 400 grams,Emirates Pasta,58.0,58.0,1.0,400.0,2026-05-25
Z7E0AE2B4A0AFFE4E8FAEZ,noon,Grocery,Pasta and Noodles,Cheese,Samyang Nolds Korean Spicy Chicken Cheese Flavor 140 Grams,Samyang,177.0,177.0,1.0,140.0,2026-05-25
N28992175A,noon,Grocery,Tea,Tea,Kharaz black tea 250 grams,Lipton,75.25,75.25,1.0,250.0,2026-05-25
N28863036A,noon,Grocery,Pasta and Noodles,Pasta,Marmara pasta 1 kg,the queen,35.75,35.75,1.0,1000.0,2026-05-25
Z56DFADCAAF42A368E02AZ,noon,Grocery,Pasta and Noodles,Pasta,Neddy pasta tagliatelle 500 grams,Granoro,154.0,154.0,1.0,500.0,2026-05-25
ZBC976A04499DAAD35ACCZ,noon,Grocery,Pasta and Noodles,Pasta,Fettuccine pasta 500 grams,Granoro,154.0,154.0,1.0,500.0,2026-05-25
N43747422A,noon,Grocery,Pasta and Noodles,Pasta,Small rings 1 kg,Italiano,54.95,54.95,1.0,1000.0,2026-05-25
Z0D4C39A4B4B576276CD5Z,noon,Grocery,Pasta and Noodles,Pasta,Penne rigati pasta 500 grams,Granoro,82.25,82.25,1.0,500.0,2026-05-25
N28863105A,noon,Grocery,Pasta and Noodles,Pasta,Spaghetti pasta 400 grams,Italiano,25.5,25.5,1.0,400.0,2026-05-25
N48069415A,noon,Grocery,Pasta and Noodles,Pasta,Orzo pasta 400 grams,Venice,22.95,22.95,1.0,400.0,2026-05-25
N28863035A,noon,Grocery,Pasta and Noodles,Pasta,Rings pasta 1 kg,the queen,35.75,35.75,1.0,1000.0,2026-05-25
Z73AB6DE768BFA015EF3DZ,noon,Grocery,Pasta and Noodles,Pasta,Crescent pasta 1 kilo,Venice,67.75,67.75,1.0,1.0,2026-05-25
Z270054D32474744D8B9CZ,noon,Grocery,Pasta and Noodles,Pasta,Rich pasta penne diet 400 grams,Rich Diet,54.91,54.91,1.0,400.0,2026-05-25
N28863038A,noon,Grocery,Pasta and Noodles,Pasta,Oven striped pasta 400 grams,the queen,15.5,15.5,1.0,400.0,2026-05-25
N47617082A,noon,Grocery,Pasta and Noodles,Pasta,"Family-sized quick-prepared koshari meal, 530 grams",Tick ​​tock,112.0,112.0,1.0,530.0,2026-05-25
N42369094A,noon,Grocery,Pasta and Noodles,Pasta,Penne pasta 400 grams,Emirates Pasta,58.0,58.0,1.0,400.0,2026-05-25
Z547663F0F0011AAA2962Z,noon,Grocery,Tea,Spices,"Karak Instant Ginger Tea, 10 bags, 20 g",Abu Ali tea,165.25,16.525,10.0,20.0,2026-05-25
N29595477A,noon,Grocery,Tea,Tea,High quality chamomile 25 sachets,SEKEM,38.0,1.52,25.0,,2026-05-25
N34622899A,noon,Grocery,Tea,Tea,Red Label tea 225 grams,Brooke Bond,36.95,36.95,1.0,225.0,2026-05-25
ZF6A5A5E0E29E5B1A851FZ,noon,Grocery,Tea,Tea,"Diet tea with mint, 50 bags",Royal diet,63.0,1.26,50.0,,2026-05-25
N28863102A,noon,Grocery,Pasta and Noodles,Pasta,Penne pasta 400 grams,Italiano,25.5,25.5,1.0,400.0,2026-05-25
N28863114A,noon,Grocery,Pasta and Noodles,Pasta,Ziti pasta 400 grams,Italiano,25.5,25.5,1.0,400.0,2026-05-25
Z232CA6E869888BF16306Z,noon,Grocery,Pasta and Noodles,Noodles,Offer of 2 packs of Buldak Spicy Korean Ramen with Chicken Flavor (2 x 140 grams),With a rooster,292.0,292.0,1.0,140.0,2026-05-25
ZAE40350667C9D550A212Z,noon,Grocery,Pasta and Noodles,Noodles,Baldo Korean Noodles with Spicy Soy Sauce - 130g - 2 Pack,Baldo,220.0,220.0,1.0,130.0,2026-05-25
ZF14ADC58C26A612F2EF6Z,noon,Grocery,Pasta and Noodles,Noodles,Samyang Spicy Korean Chicken Noodles with Carbonara Flavor 130 Grams,Samyang,199.0,199.0,1.0,130.0,2026-05-25
N29595588A,noon,Grocery,Pasta and Noodles,Pasta,Premium orzo 400 grams,Italiano,25.5,25.5,1.0,400.0,2026-05-25
Z6B7EEA186D137723B200Z,noon,Grocery,Pasta and Noodles,Pasta,Fusilli oat pasta - 400 grams,Organic Nation,110.0,110.0,1.0,400.0,2026-05-25
ZFD0680FB17ACEEB2A3CCZ,noon,Grocery,Pasta and Noodles,Noodles,"Pakistani Style Instant Noodles, Delicious Flavor, Quick Meal Solution, 3 x 150g Pack",Mehran,223.56,223.56,1.0,,2026-05-25
Z58F7326A6E3BD420F638Z,noon,Grocery,Pasta and Noodles,Pasta,Oat pasta - 400 grams,Organic Nation,110.0,110.0,1.0,400.0,2026-05-25
Z66C334D95AFE2D779D5EZ,noon,Grocery,Pasta and Noodles,Pasta,Vermicelli pasta 1 kilo,Venice,67.75,67.75,1.0,1.0,2026-05-25
N43747421A,noon,Grocery,Pasta and Noodles,Pasta,Penne pasta 1 kg,Italiano,54.95,54.95,1.0,1000.0,2026-05-25
N52735696A,noon,Grocery,Pasta and Noodles,Pasta,Small ring pasta 1 kg,For our nation,27.25,27.25,1.0,1000.0,2026-05-25
N48069412A,noon,Grocery,Pasta and Noodles,Pasta,Vermicelli pasta 400 grams,Venice,22.95,22.95,1.0,400.0,2026-05-25
Z19CC58491C8B5EC93AC0Z,noon,Grocery,Tea,Tea,Karak tea with cardamom without sugar 14 grams,Sino,24.0,24.0,1.0,14.0,2026-05-25
Z620C5E88B86E6CFFDC27Z,noon,Grocery,Tea,Tea,Ahmed Tea London Blend Tea - Fine 'Heavier & Stronger' Black Tea Premium Quality - 200g Pack,Ahmed T,99.0,99.0,1.0,200.0,2026-05-25
Z11D8187083046D00380AZ,noon,Grocery,Pasta and Noodles,Pasta,Ribbon pasta 1 kilo,Venice,67.75,67.75,1.0,1.0,2026-05-25
N48088350A,noon,Grocery,Pasta and Noodles,Pasta,Pasta small rings 400 grams,For our nation,11.95,11.95,1.0,400.0,2026-05-25
N52735695A,noon,Grocery,Pasta and Noodles,Pasta,Pasta rings 1 kg,For our nation,27.25,27.25,1.0,1000.0,2026-05-25
N43747341A,noon,Grocery,Pasta and Noodles,Pasta,Spaghetti pasta 1 kg,Italiano,54.95,54.95,1.0,1000.0,2026-05-25
N52735698A,noon,Grocery,Pasta and Noodles,Pasta,Spaghetti pasta 1 kg,For our nation,28.0,28.0,1.0,1000.0,2026-05-25
N52735699A,noon,Grocery,Pasta and Noodles,Pasta,Elbow pasta 1 kg,For our nation,27.25,27.25,1.0,1000.0,2026-05-25
N29047430A,noon,Grocery,Pasta and Noodles,Pasta,Crescent pasta 400 grams,the queen,15.5,15.5,1.0,400.0,2026-05-25
N48088348A,noon,Grocery,Pasta and Noodles,Pasta,Spaghetti pasta 400 grams,For our nation,12.5,12.5,1.0,400.0,2026-05-25
N48088351A,noon,Grocery,Pasta and Noodles,Pasta,Penne rigat pasta 400 grams,For our nation,11.95,11.95,1.0,400.0,2026-05-25
N48088349A,noon,Grocery,Pasta and Noodles,Pasta,Rings pasta 400 grams,For our nation,11.95,11.95,1.0,400.0,2026-05-25
N48088353A,noon,Grocery,Pasta and Noodles,Pasta,Vermicelli pasta 400 grams,For our nation,11.95,11.95,1.0,400.0,2026-05-25
Z22DFFA5B25315C7303CEZ,noon,Grocery,Tea,Tea,Al-Kbous fine black tea 100 grams.,The nightmare,140.0,140.0,1.0,100.0,2026-05-25
N28909117A,noon,Grocery,Tea,Tea,Mint tea for diet - 50 bags,Isis,58.75,1.175,50.0,,2026-05-25
Z311F963D01C6302E0B5CZ,noon,Grocery,Pasta and Noodles,Noodles,Offer of 2 packs of Buldak Jajang Spicy Korean Noodles (2 x 140 grams),With a rooster,291.0,291.0,1.0,140.0,2026-05-25
N28991947A,noon,Grocery,Pasta and Noodles,Vermicelli,Vermicelli 400 grams,the queen,15.5,15.5,1.0,400.0,2026-05-25
N52735701A,noon,Grocery,Pasta and Noodles,Pasta,Cannelloni pasta,For our nation,28.5,28.5,1.0,250.0,2026-05-25
N42868082A,noon,Grocery,Pasta and Noodles,Pasta,Instant koshari 188 grams,Tick ​​tock,47.0,47.0,1.0,188.0,2026-05-25
N28863034A,noon,Grocery,Pasta and Noodles,Pasta,Penne pasta 1 kg,the queen,35.75,35.75,1.0,1000.0,2026-05-25
N48088347A,noon,Grocery,Pasta and Noodles,Pasta,Rizzoni pasta 400 grams,For our nation,11.95,11.95,1.0,400.0,2026-05-25
N52735700A,noon,Grocery,Pasta and Noodles,Pasta,Penne pasta 1 kg,For our nation,27.25,27.25,1.0,1000.0,2026-05-25
Z30EC1B4783D91A93815CZ,noon,Grocery,Tea,Tea,"Tea, Hibiscus & Anise - Original Flavored Instant Drinks - Packets for up to 30 cups.",A feed,456.75,15.225,30.0,500.0,2026-05-25
ZD53EA0394CDAE5F28BF0Z,noon,Grocery,Tea,Tea,Premium Caroma Green Tea,Karoma,85.0,4.25,20.0,200.0,2026-05-25
Z11FA63C6B55282FDC010Z,noon,Grocery,Pasta and Noodles,Pasta,Farfalle Pasta No. 65,Barilla,255.0,255.0,1.0,500.0,2026-05-25
ZB1BEC0D37E55E4A747D9Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Rainbow Capsules - Creamy Milk Flavor Candy | A sweet meal for children and adults,Rainbow,339.12,339.12,1.0,500.0,2026-05-25
Z958BDEAFB746AC1AC767Z,noon,Grocery,Dairy Cheese and Eggs,Milk,New Zealand full cream milk powder 500g,Rehan,315.0,315.0,1.0,500.0,2026-05-25
Z18E53B9F759CBE71171AZ,noon,Grocery,Dairy Cheese and Eggs,Milk,Coconut Milk - 400 ml,Sunbird,64.0,64.0,1.0,400.0,2026-05-25
Z6EF6C2ECA26D0B2B9DB5Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Evaporated milk with vitamin D from Rainbow 2* 170 g,Rainbow,279.0,279.0,1.0,2.0,2026-05-25
ZD2ED30DBF010217F95BCZ,noon,Grocery,Tea,Tea,Lavender tea 75 g,What about him?,217.0,217.0,1.0,75.0,2026-05-25
Z5A58AA08C81812D53430Z,noon,Grocery,Tea,Milk,Instant Adani tea from Tea Break - Karak tea with milk and original Arabic spices - Rich and distinctive taste - A carton containing (select the number of sachets),Egypt Cafe,123.0,123.0,1.0,500.0,2026-05-25
Z7C71A69FB6BB3801FB31Z,noon,Grocery,Tea,Tea,Soft Kenyan black tea 500 grams,Sultanate,92.0,92.0,1.0,500.0,2026-05-25
ZA066B269A64A23F24B04Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Juhayna full fat milk - 1 liter - 6 packs,Juhayna,570.0,570.0,1.0,1000.0,2026-05-25
Z811A279D17D903D8FDC5Z,noon,Grocery,Dairy Cheese and Eggs,Milk,Puck Natural Thick Cream - Promotional Pack 2 x 125 ml - Puck Cream for Desserts and Cooking - Rich and creamy texture for oriental sweets and kunafa,Book,235.73,235.73,1.0,125.0,2026-05-25
ZC9B3E5A545A3AA3509FAZ,noon,Grocery,Dairy Cheese and Eggs,Milk,Anchor full cream milk powder (powdered milk) – 400 grams package – natural New Zealand milk rich in vitamins and calcium,Anchor,1029.99,1029.99,1.0,400.0,2026-05-25
Z0830F4E68B2025916F72Z,noon,Grocery,Dairy Cheese and Eggs,Milk,"Nido milk 400 grams, fortified full-fat milk powder",Nido,940.0,940.0,1.0,400.0,2026-05-25
Z2544BC1C821D2A640996Z,noon,Grocery,"Dried Beans, Grains and Rice",Rice,"Shaalan Premium Rice – Long Grain White Rice, 5kg – Fresh and naturally peppery, perfect for everyday cooking and traditional Middle Eastern dishes",Al-Shaalan,1720.57,1720.57,1.0,5000.0,2026-05-25
Z1A66724E744D735400C9Z,noon,Grocery,"Dried Beans, Grains and Rice",Rice,Long grain golden rice 1kg bags,Marvel,119.0,119.0,1.0,500.0,2026-05-25
ZA8AFFD59681011B44DC1Z,noon,Grocery,"Dried Beans, Grains and Rice",Rice,Golden basmati rice 5 kg,Zari,685.0,685.0,1.0,5000.0,2026-05-25
ZA22BC45E5B7E5C03E1E8Z,noon,Grocery,"Dried Beans, Grains and Rice",Rice,Basmati Sella Rice Jar 1kg,Marvel,185.0,185.0,1.0,500.0,2026-05-25
Z7A1467F84C7B0245F885Z,noon,Grocery,"Dried Beans, Grains and Rice",Lentils,Lentil meal 500 grams,Greetings,51.0,51.0,1.0,500.0,2026-05-25
Z6B63B5D21723F592C4FEZ,noon,Grocery,"Dried Beans, Grains and Rice",Lentils,Lentil meal 500 grams,Mr. Food,37.5,37.5,1.0,500.0,2026-05-25
Z6F821FAB30C674DA6756Z,noon,Grocery,"Dried Beans, Grains and Rice",Beans,Beans - 500 grams,Mr. Food,49.95,49.95,1.0,500.0,2026-05-25
Z1140AFBC70C2B4ECD775Z,noon,Grocery,"Dried Beans, Grains and Rice",Beans,Madshoush fava beans 250 grams,Effendi,16.25,16.25,1.0,250.0,2026-05-25
ZE556CD3957AD4D5F5296Z,noon,Grocery,"Dried Beans, Grains and Rice",Rice,"Long grain golden rice, 1 kg jar",Marvel,139.0,139.0,1.0,500.0,2026-05-25
